"Estado","% Ocupación"
"Ciudad de México","91.47"
"México","82.86"
"Hidalgo","82.33"
"Nuevo León","82.32"
"Guanajuato","80.54"
"Morelos","71.97"
"Puebla","70.76"
"Nayarit","68.57"
"Querétaro","62.25"
"Sonora","58.94"
"Baja California","58.87"
"Guerrero","58.24"
"Baja California Sur","54.54"
"Michoacán de Ocampo","51.97"
"Oaxaca","51.59"
"Tlaxcala","50.99"
"Zacatecas","50.87"
"Jalisco","49.51"
"Coahuila de Zaragoza","47.00"
"Durango","43.75"
"Veracruz de Ignacio de La Llave","42.59"
"Sinaloa","37.18"
"Aguascalientes","35.29"
"Colima","34.78"
"Tabasco","34.01"
"San Luis Potosí","34.01"
"Tamaulipas","28.91"
"Quintana Roo","26.82"
"Chihuahua","20.79"
"Chiapas","12.75"
"Yucatán","11.53"
"Campeche","4.94"
