"Estado","% Ocupación"
"Tlaxcala","100.00"
"Ciudad de México","93.49"
"México","86.34"
"Nuevo León","80.73"
"Oaxaca","76.40"
"Querétaro","73.52"
"Puebla","72.72"
"Yucatán","71.79"
"Morelos","69.11"
"Tabasco","66.95"
"Aguascalientes","65.59"
"Zacatecas","65.00"
"Guanajuato","61.17"
"Baja California","60.00"
"Durango","59.42"
"Jalisco","57.81"
"Nayarit","56.66"
"Sinaloa","56.19"
"Veracruz de Ignacio de La Llave","53.54"
"Tamaulipas","49.58"
"San Luis Potosí","48.83"
"Hidalgo","47.05"
"Chihuahua","41.81"
"Michoacán de Ocampo","35.00"
"Sonora","34.78"
"Quintana Roo","34.21"
"Coahuila de Zaragoza","32.65"
"Guerrero","32.11"
"Colima","28.57"
"Campeche","24.32"
"Baja California Sur","11.11"
"Chiapas","0.00"
