"Estado","% Ocupación"
"Aguascalientes","60.18"
"Ciudad de México","55.32"
"Nuevo León","49.63"
"Baja California","48.02"
"Chihuahua","45.00"
"Zacatecas","44.87"
"Querétaro","40.72"
"México","36.67"
"Coahuila de Zaragoza","35.93"
"Durango","33.33"
"San Luis Potosí","33.03"
"Oaxaca","28.70"
"Sonora","25.75"
"Sinaloa","25.50"
"Jalisco","24.96"
"Hidalgo","24.33"
"Puebla","19.60"
"Morelos","18.88"
"Veracruz de Ignacio de La Llave","18.14"
"Guanajuato","16.94"
"Colima","16.66"
"Tabasco","16.54"
"Michoacán de Ocampo","16.40"
"Tamaulipas","15.46"
"Guerrero","14.34"
"Baja California Sur","14.28"
"Nayarit","12.12"
"Yucatán","10.54"
"Tlaxcala","9.83"
"Quintana Roo","6.77"
"Campeche","1.67"
"Chiapas","0.39"
