"Estado","% Ocupación"
"Ciudad de México","78.36"
"Aguascalientes","69.81"
"México","67.52"
"Nuevo León","66.11"
"Colima","61.95"
"Hidalgo","54.22"
"Puebla","49.20"
"Oaxaca","48.73"
"Nayarit","48.14"
"Jalisco","46.59"
"Veracruz de Ignacio de La Llave","45.84"
"Morelos","45.29"
"San Luis Potosí","44.84"
"Querétaro","43.58"
"Baja California","42.25"
"Tlaxcala","41.61"
"Michoacán de Ocampo","41.05"
"Guanajuato","39.52"
"Zacatecas","38.06"
"Tabasco","37.65"
"Guerrero","36.44"
"Sinaloa","34.69"
"Coahuila de Zaragoza","32.38"
"Durango","31.42"
"Baja California Sur","30.00"
"Sonora","29.83"
"Yucatán","27.58"
"Tamaulipas","24.08"
"Chihuahua","21.72"
"Quintana Roo","20.58"
"Chiapas","13.48"
"Campeche","6.06"
