"Estado","% Ocupación"
"Tlaxcala","87.50"
"Veracruz de Ignacio de La Llave","80.31"
"Colima","75.00"
"Nayarit","73.68"
"Querétaro","73.52"
"Ciudad de México","72.25"
"Sonora","69.66"
"México","64.67"
"Nuevo León","64.17"
"Puebla","62.33"
"Sinaloa","62.06"
"Baja California","61.53"
"Guanajuato","60.75"
"Tabasco","58.27"
"Guerrero","52.87"
"Yucatán","51.02"
"Tamaulipas","50.47"
"Zacatecas","50.00"
"Quintana Roo","50.00"
"Durango","48.83"
"San Luis Potosí","44.44"
"Oaxaca","44.33"
"Chihuahua","35.44"
"Jalisco","32.58"
"Aguascalientes","31.57"
"Michoacán de Ocampo","28.94"
"Morelos","28.75"
"Chiapas","24.21"
"Coahuila de Zaragoza","19.04"
"Campeche","16.21"
"Hidalgo","10.98"
"Baja California Sur","7.69"
