"Estado","% Ocupación"
"Aguascalientes","60.26"
"Ciudad de México","58.37"
"Nuevo León","55.86"
"Zacatecas","55.40"
"Baja California","49.44"
"México","47.54"
"Durango","44.14"
"Querétaro","42.50"
"Coahuila de Zaragoza","35.16"
"Oaxaca","34.86"
"Sonora","28.77"
"San Luis Potosí","28.50"
"Jalisco","27.23"
"Hidalgo","26.63"
"Chihuahua","25.90"
"Tabasco","21.73"
"Sinaloa","21.65"
"Morelos","21.32"
"Guanajuato","21.16"
"Michoacán de Ocampo","19.44"
"Puebla","16.52"
"Guerrero","14.74"
"Yucatán","14.70"
"Tamaulipas","14.38"
"Veracruz de Ignacio de La Llave","13.06"
"Baja California Sur","12.23"
"Tlaxcala","12.09"
"Colima","10.78"
"Quintana Roo","8.92"
"Nayarit","8.66"
"Chiapas","1.15"
"Campeche","0.56"
