"Estado","% Ocupación"
"Ciudad de México","57.49"
"Puebla","53.42"
"México","51.46"
"Oaxaca","46.01"
"Morelos","43.35"
"Guerrero","36.40"
"Hidalgo","35.53"
"Querétaro","34.92"
"Guanajuato","34.51"
"Durango","31.13"
"Nuevo León","30.90"
"Veracruz de Ignacio de La Llave","30.76"
"Michoacán de Ocampo","30.16"
"Jalisco","26.23"
"Aguascalientes","25.22"
"Colima","24.36"
"Baja California Sur","21.40"
"Sinaloa","21.33"
"Nayarit","21.18"
"Tabasco","20.37"
"Tlaxcala","19.88"
"Sonora","19.05"
"Quintana Roo","18.62"
"San Luis Potosí","16.23"
"Tamaulipas","15.41"
"Zacatecas","13.67"
"Chihuahua","13.01"
"Coahuila de Zaragoza","12.90"
"Yucatán","12.85"
"Baja California","12.24"
"Chiapas","6.22"
"Campeche","3.60"
