"Estado","% Ocupación"
"Durango","75.07"
"Zacatecas","64.78"
"Coahuila de Zaragoza","63.70"
"Ciudad de México","63.36"
"Nuevo León","62.90"
"Guanajuato","55.07"
"Hidalgo","53.55"
"Chihuahua","53.26"
"Aguascalientes","50.90"
"México","48.74"
"Baja California","43.02"
"Querétaro","42.95"
"Sonora","33.23"
"Michoacán de Ocampo","28.21"
"Oaxaca","27.46"
"San Luis Potosí","26.31"
"Puebla","25.64"
"Nayarit","25.15"
"Jalisco","23.78"
"Guerrero","23.69"
"Sinaloa","21.22"
"Veracruz de Ignacio de La Llave","20.70"
"Morelos","19.41"
"Tamaulipas","17.86"
"Baja California Sur","17.57"
"Tabasco","14.90"
"Colima","12.69"
"Tlaxcala","12.23"
"Quintana Roo","11.31"
"Yucatán","10.09"
"Campeche","3.22"
"Chiapas","2.97"
