"Estado","% Ocupación"
"Ciudad de México","82.31"
"México","80.16"
"Puebla","75.31"
"Morelos","74.72"
"Guanajuato","71.88"
"Hidalgo","70.79"
"Guerrero","64.81"
"Nuevo León","62.56"
"Nayarit","60.68"
"Oaxaca","59.55"
"Querétaro","55.87"
"Michoacán de Ocampo","52.53"
"Baja California Sur","49.24"
"Veracruz de Ignacio de La Llave","48.04"
"Jalisco","46.20"
"Colima","44.61"
"Tlaxcala","42.94"
"Aguascalientes","41.83"
"Zacatecas","40.94"
"Sonora","39.03"
"Sinaloa","34.54"
"Durango","34.46"
"San Luis Potosí","32.93"
"Baja California","32.85"
"Coahuila de Zaragoza","32.85"
"Quintana Roo","32.44"
"Tamaulipas","23.53"
"Tabasco","21.84"
"Chihuahua","20.57"
"Yucatán","14.92"
"Chiapas","11.03"
"Campeche","5.12"
