"Estado","% Ocupación"
"Colima","100.00"
"Tlaxcala","100.00"
"Ciudad de México","79.35"
"Baja California","79.01"
"México","75.54"
"Querétaro","68.00"
"Veracruz de Ignacio de La Llave","62.09"
"Puebla","57.14"
"Oaxaca","55.55"
"Guerrero","54.71"
"Sonora","54.16"
"Sinaloa","52.94"
"Morelos","52.63"
"Yucatán","47.16"
"Quintana Roo","42.62"
"Guanajuato","40.47"
"Tabasco","37.60"
"San Luis Potosí","37.20"
"Michoacán de Ocampo","31.42"
"Chiapas","30.00"
"Coahuila de Zaragoza","29.03"
"Chihuahua","24.00"
"Zacatecas","22.72"
"Nuevo León","21.27"
"Jalisco","20.33"
"Hidalgo","18.30"
"Tamaulipas","15.78"
"Durango","15.38"
"Campeche","14.28"
"Aguascalientes","13.63"
"Baja California Sur","0.00"
"Nayarit","0.00"
