"Estado","% Ocupación"
"Nayarit","100.00"
"Querétaro","66.66"
"Tabasco","45.31"
"Ciudad de México","38.74"
"Chihuahua","35.63"
"Yucatán","34.37"
"México","32.90"
"Aguascalientes","32.75"
"Puebla","30.70"
"Zacatecas","30.00"
"Michoacán de Ocampo","27.27"
"Tamaulipas","23.93"
"Guerrero","23.63"
"Nuevo León","23.09"
"Oaxaca","22.64"
"Durango","20.27"
"Veracruz de Ignacio de La Llave","20.12"
"Sinaloa","17.85"
"Jalisco","17.74"
"Quintana Roo","16.88"
"Colima","16.66"
"Hidalgo","14.81"
"Guanajuato","14.28"
"Sonora","12.67"
"San Luis Potosí","12.50"
"Baja California","11.62"
"Chiapas","7.93"
"Morelos","7.69"
"Coahuila de Zaragoza","7.27"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Campeche","0.00"
