"Estado","% Ocupación"
"Ciudad de México","58.02"
"Oaxaca","43.07"
"Colima","40.78"
"México","40.50"
"Querétaro","37.74"
"Aguascalientes","36.05"
"Nuevo León","35.96"
"Tlaxcala","34.05"
"Yucatán","30.41"
"Morelos","30.25"
"Hidalgo","30.04"
"San Luis Potosí","29.21"
"Jalisco","29.15"
"Veracruz de Ignacio de La Llave","29.13"
"Tabasco","28.88"
"Michoacán de Ocampo","26.27"
"Puebla","23.41"
"Chihuahua","21.77"
"Guerrero","21.48"
"Zacatecas","21.42"
"Durango","20.66"
"Guanajuato","20.56"
"Sinaloa","18.00"
"Coahuila de Zaragoza","15.03"
"Baja California Sur","13.98"
"Baja California","13.63"
"Tamaulipas","13.24"
"Nayarit","11.76"
"Quintana Roo","9.91"
"Campeche","8.75"
"Chiapas","7.96"
"Sonora","6.45"
