"Estado","% Ocupación"
"Zacatecas","89.18"
"Ciudad de México","79.90"
"Tlaxcala","75.00"
"Durango","73.01"
"Querétaro","72.22"
"Aguascalientes","59.80"
"México","58.88"
"Yucatán","55.55"
"Baja California","55.12"
"Nuevo León","54.78"
"Tabasco","47.29"
"Hidalgo","44.15"
"Jalisco","43.58"
"Chihuahua","42.85"
"Oaxaca","41.33"
"Coahuila de Zaragoza","38.98"
"Guanajuato","38.53"
"Michoacán de Ocampo","38.29"
"Sinaloa","38.20"
"San Luis Potosí","29.21"
"Morelos","28.57"
"Veracruz de Ignacio de La Llave","28.57"
"Sonora","26.66"
"Puebla","25.88"
"Tamaulipas","24.27"
"Guerrero","17.07"
"Quintana Roo","12.64"
"Baja California Sur","11.11"
"Colima","10.52"
"Campeche","5.55"
"Chiapas","1.49"
"Nayarit","0.00"
