"Estado","% Ocupación"
"Zacatecas","100.00"
"Baja California Sur","100.00"
"Tlaxcala","87.50"
"Ciudad de México","81.88"
"Querétaro","80.55"
"Morelos","69.23"
"Yucatán","60.52"
"México","57.76"
"Guanajuato","54.21"
"Oaxaca","53.21"
"Puebla","45.12"
"Nuevo León","44.91"
"Jalisco","41.73"
"Aguascalientes","39.65"
"Durango","39.50"
"San Luis Potosí","38.63"
"Tamaulipas","38.38"
"Hidalgo","34.42"
"Veracruz de Ignacio de La Llave","31.92"
"Colima","30.00"
"Tabasco","29.76"
"Sinaloa","29.46"
"Guerrero","26.95"
"Chihuahua","23.30"
"Michoacán de Ocampo","20.58"
"Quintana Roo","20.25"
"Sonora","16.00"
"Coahuila de Zaragoza","15.78"
"Baja California","10.00"
"Campeche","9.37"
"Chiapas","3.27"
"Nayarit","0.00"
