"Estado","% Ocupación"
"Zacatecas","77.77"
"Querétaro","63.33"
"Quintana Roo","47.50"
"Sonora","35.71"
"México","33.98"
"Yucatán","31.03"
"Michoacán de Ocampo","29.41"
"Aguascalientes","29.31"
"Tamaulipas","26.53"
"Oaxaca","26.08"
"Chihuahua","24.35"
"Nuevo León","23.91"
"Tabasco","23.45"
"Coahuila de Zaragoza","22.22"
"Guerrero","21.05"
"Ciudad de México","18.73"
"Veracruz de Ignacio de La Llave","18.69"
"Durango","16.98"
"Sinaloa","16.83"
"San Luis Potosí","14.28"
"Puebla","13.75"
"Jalisco","11.26"
"Guanajuato","11.26"
"Morelos","8.33"
"Chiapas","6.06"
"Baja California","5.76"
"Colima","5.55"
"Campeche","3.03"
"Hidalgo","1.72"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
