"Estado","% Ocupación"
"Tlaxcala","100.00"
"Ciudad de México","84.42"
"México","83.73"
"Zacatecas","83.33"
"Querétaro","80.55"
"Nuevo León","75.00"
"Puebla","64.89"
"Morelos","62.74"
"Yucatán","61.11"
"Tabasco","57.64"
"Durango","57.14"
"Aguascalientes","52.52"
"Jalisco","50.43"
"Oaxaca","47.22"
"Guanajuato","46.01"
"Sinaloa","44.56"
"Hidalgo","44.44"
"Sonora","36.17"
"Veracruz de Ignacio de La Llave","34.66"
"Baja California","33.33"
"Coahuila de Zaragoza","33.33"
"Chihuahua","31.40"
"Tamaulipas","29.03"
"Quintana Roo","26.74"
"Michoacán de Ocampo","25.00"
"San Luis Potosí","23.71"
"Guerrero","21.11"
"Baja California Sur","11.11"
"Chiapas","9.52"
"Campeche","3.03"
"Nayarit","0.00"
"Colima","0.00"
