"Estado","% Ocupación"
"Baja California","51.67"
"México","51.34"
"Sonora","50.37"
"Ciudad de México","49.86"
"Tabasco","49.73"
"Sinaloa","49.37"
"Puebla","47.95"
"Nuevo León","47.72"
"Veracruz de Ignacio de La Llave","42.82"
"Tlaxcala","41.26"
"Guerrero","39.30"
"Yucatán","36.96"
"Quintana Roo","34.28"
"Oaxaca","33.63"
"Aguascalientes","32.89"
"San Luis Potosí","31.14"
"Tamaulipas","30.97"
"Querétaro","30.83"
"Coahuila de Zaragoza","30.48"
"Nayarit","30.08"
"Durango","30.00"
"Jalisco","29.00"
"Colima","27.27"
"Chiapas","26.75"
"Morelos","22.58"
"Baja California Sur","22.03"
"Campeche","21.83"
"Zacatecas","21.73"
"Guanajuato","19.26"
"Hidalgo","19.08"
"Michoacán de Ocampo","17.52"
"Chihuahua","17.13"
