"Estado","% Ocupación"
"Ciudad de México","71.76"
"Guerrero","71.13"
"México","58.77"
"Baja California","51.95"
"Sinaloa","46.48"
"Hidalgo","44.20"
"Veracruz de Ignacio de La Llave","43.55"
"Puebla","40.95"
"Tabasco","40.44"
"Morelos","35.82"
"Quintana Roo","35.18"
"Chiapas","31.15"
"Nayarit","28.26"
"Tlaxcala","27.67"
"Sonora","27.58"
"Yucatán","27.58"
"Oaxaca","27.18"
"Chihuahua","24.87"
"Querétaro","23.11"
"Aguascalientes","20.00"
"Nuevo León","17.47"
"Guanajuato","15.28"
"Coahuila de Zaragoza","14.89"
"Campeche","13.98"
"Tamaulipas","13.00"
"Michoacán de Ocampo","12.45"
"Colima","11.61"
"Jalisco","10.38"
"San Luis Potosí","9.85"
"Durango","9.13"
"Baja California Sur","8.37"
"Zacatecas","3.63"
