"Estado","% Ocupación"
"Ciudad de México","81.09"
"México","74.25"
"Baja California","70.83"
"Aguascalientes","52.83"
"Nuevo León","52.64"
"Querétaro","50.31"
"Hidalgo","49.13"
"Tlaxcala","46.15"
"Zacatecas","45.57"
"Tabasco","35.37"
"Oaxaca","34.02"
"Sonora","33.33"
"Durango","32.77"
"Jalisco","31.57"
"Morelos","30.50"
"Coahuila de Zaragoza","30.30"
"Guanajuato","29.93"
"San Luis Potosí","29.88"
"Baja California Sur","28.64"
"Puebla","28.44"
"Sinaloa","26.98"
"Veracruz de Ignacio de La Llave","22.08"
"Michoacán de Ocampo","21.16"
"Chihuahua","19.48"
"Yucatán","18.53"
"Guerrero","17.43"
"Quintana Roo","15.84"
"Colima","15.15"
"Tamaulipas","14.84"
"Nayarit","11.70"
"Chiapas","5.92"
"Campeche","2.98"
