"Estado","% Ocupación"
"Ciudad de México","42.13"
"Aguascalientes","40.88"
"Nuevo León","35.47"
"Colima","32.29"
"México","31.28"
"Baja California","30.82"
"Coahuila de Zaragoza","29.07"
"Querétaro","26.07"
"Zacatecas","25.94"
"Jalisco","25.14"
"Durango","24.48"
"Puebla","24.42"
"Veracruz de Ignacio de La Llave","23.97"
"Sinaloa","23.66"
"Chihuahua","22.08"
"Oaxaca","21.91"
"Tamaulipas","21.86"
"Quintana Roo","21.58"
"Baja California Sur","20.58"
"Michoacán de Ocampo","20.13"
"San Luis Potosí","19.81"
"Tabasco","19.33"
"Hidalgo","18.91"
"Tlaxcala","17.42"
"Yucatán","16.09"
"Nayarit","14.89"
"Morelos","14.19"
"Guerrero","13.28"
"Sonora","11.11"
"Guanajuato","10.06"
"Campeche","6.01"
"Chiapas","4.21"
