"Estado","% Ocupación"
"Yucatán","24.59"
"Tabasco","22.77"
"Quintana Roo","21.42"
"Nuevo León","20.80"
"Chihuahua","18.84"
"Baja California Sur","18.28"
"Baja California","15.76"
"Colima","15.00"
"Sinaloa","14.60"
"Oaxaca","14.51"
"Tlaxcala","13.76"
"Puebla","13.33"
"Ciudad de México","13.20"
"Tamaulipas","13.17"
"Aguascalientes","12.65"
"México","12.04"
"Morelos","11.70"
"Sonora","11.55"
"Michoacán de Ocampo","11.50"
"Durango","11.42"
"Guerrero","10.95"
"Veracruz de Ignacio de La Llave","9.09"
"Zacatecas","9.03"
"Querétaro","8.96"
"Nayarit","8.75"
"Jalisco","8.37"
"Coahuila de Zaragoza","8.33"
"Hidalgo","7.26"
"Campeche","7.07"
"San Luis Potosí","5.38"
"Guanajuato","3.22"
"Chiapas","3.01"
