"Estado","% Ocupación"
"Puebla","28.21"
"Durango","24.78"
"Morelos","24.68"
"Guerrero","22.82"
"Ciudad de México","22.77"
"Hidalgo","21.24"
"Chihuahua","20.45"
"México","19.75"
"Oaxaca","18.41"
"Querétaro","16.93"
"Quintana Roo","16.85"
"Sonora","16.60"
"Aguascalientes","15.17"
"Baja California Sur","15.05"
"Tabasco","14.59"
"Michoacán de Ocampo","14.09"
"Veracruz de Ignacio de La Llave","12.61"
"Nuevo León","12.60"
"Tamaulipas","12.23"
"Zacatecas","11.82"
"Tlaxcala","10.91"
"Nayarit","10.81"
"Sinaloa","10.16"
"Colima","9.38"
"Yucatán","8.98"
"Jalisco","8.97"
"Baja California","8.74"
"San Luis Potosí","7.17"
"Guanajuato","6.98"
"Chiapas","3.77"
"Campeche","3.06"
"Coahuila de Zaragoza","3.00"
