"Estado","% Ocupación"
"Zacatecas","73.07"
"Querétaro","68.75"
"Ciudad de México","67.89"
"Michoacán de Ocampo","66.66"
"Tlaxcala","62.50"
"Nuevo León","59.72"
"Yucatán","57.69"
"Baja California","53.68"
"Aguascalientes","51.85"
"Tamaulipas","50.43"
"Durango","48.48"
"Veracruz de Ignacio de La Llave","46.51"
"Chihuahua","43.67"
"México","42.78"
"Coahuila de Zaragoza","41.86"
"Jalisco","38.41"
"Quintana Roo","36.76"
"San Luis Potosí","35.23"
"Tabasco","33.83"
"Puebla","32.95"
"Oaxaca","29.52"
"Guanajuato","29.29"
"Sinaloa","25.28"
"Guerrero","25.00"
"Sonora","21.68"
"Hidalgo","20.75"
"Morelos","18.75"
"Baja California Sur","16.21"
"Chiapas","11.25"
"Colima","10.52"
"Campeche","10.00"
"Nayarit","6.66"
