"Estado","% Ocupación"
"Yucatán","40.29"
"Ciudad de México","38.46"
"Chihuahua","34.63"
"Querétaro","32.26"
"Tabasco","31.92"
"México","30.93"
"Oaxaca","30.63"
"Aguascalientes","26.94"
"Michoacán de Ocampo","26.79"
"Puebla","24.69"
"Colima","23.61"
"Veracruz de Ignacio de La Llave","22.06"
"Sinaloa","20.48"
"Tlaxcala","20.00"
"Hidalgo","19.24"
"Nuevo León","18.13"
"San Luis Potosí","17.50"
"Morelos","16.66"
"Guerrero","16.52"
"Durango","16.40"
"Jalisco","15.54"
"Tamaulipas","12.24"
"Sonora","11.52"
"Baja California Sur","11.28"
"Coahuila de Zaragoza","9.95"
"Quintana Roo","9.83"
"Nayarit","9.61"
"Baja California","9.57"
"Guanajuato","8.85"
"Zacatecas","8.38"
"Chiapas","5.13"
"Campeche","3.90"
