"Estado","% Ocupación"
"Quintana Roo","44.76"
"Ciudad de México","39.24"
"México","36.94"
"Baja California","28.72"
"Morelos","28.39"
"Sinaloa","26.10"
"Coahuila de Zaragoza","25.59"
"Durango","21.42"
"Guerrero","21.29"
"Baja California Sur","20.32"
"Nayarit","19.35"
"Hidalgo","18.60"
"Tlaxcala","17.85"
"Tabasco","14.45"
"Chihuahua","14.18"
"Chiapas","12.19"
"Sonora","11.97"
"Veracruz de Ignacio de La Llave","11.83"
"Campeche","10.00"
"Michoacán de Ocampo","9.58"
"Yucatán","7.98"
"Zacatecas","7.89"
"San Luis Potosí","7.23"
"Oaxaca","7.10"
"Jalisco","6.29"
"Guanajuato","5.87"
"Puebla","5.82"
"Querétaro","5.45"
"Tamaulipas","5.12"
"Nuevo León","4.29"
"Colima","2.35"
"Aguascalientes","1.92"
