"Estado","% Ocupación"
"Nayarit","68.20"
"Nuevo León","61.31"
"Colima","55.73"
"Coahuila de Zaragoza","47.92"
"Hidalgo","47.04"
"Ciudad de México","46.64"
"México","42.74"
"Michoacán de Ocampo","42.23"
"Puebla","39.43"
"Zacatecas","39.13"
"Veracruz de Ignacio de La Llave","38.45"
"Tamaulipas","35.83"
"Durango","35.78"
"Yucatán","35.77"
"Sinaloa","35.55"
"Baja California Sur","33.22"
"Guanajuato","32.92"
"Baja California","32.34"
"Aguascalientes","32.16"
"Oaxaca","29.13"
"Querétaro","28.20"
"Morelos","28.07"
"San Luis Potosí","27.69"
"Tabasco","27.09"
"Guerrero","26.95"
"Sonora","26.53"
"Quintana Roo","25.07"
"Jalisco","24.74"
"Chihuahua","23.12"
"Tlaxcala","18.05"
"Campeche","13.00"
"Chiapas","11.89"
