"Estado","% Ocupación"
"Guerrero","25.66"
"Puebla","25.11"
"Durango","24.12"
"Morelos","23.37"
"Ciudad de México","23.17"
"Chihuahua","22.47"
"Oaxaca","20.05"
"Quintana Roo","19.74"
"México","18.68"
"Hidalgo","17.82"
"Baja California Sur","15.01"
"Sonora","14.55"
"Querétaro","14.46"
"Aguascalientes","14.25"
"Nayarit","14.22"
"Tabasco","13.50"
"Michoacán de Ocampo","13.19"
"Zacatecas","13.04"
"Veracruz de Ignacio de La Llave","13.01"
"Nuevo León","12.22"
"Tamaulipas","11.45"
"Sinaloa","11.21"
"Yucatán","10.92"
"Colima","10.89"
"Baja California","9.15"
"Jalisco","8.42"
"Tlaxcala","8.26"
"Guanajuato","6.43"
"San Luis Potosí","5.98"
"Chiapas","4.35"
"Coahuila de Zaragoza","3.93"
"Campeche","1.78"
