"Estado","% Ocupación"
"Ciudad de México","47.25"
"Baja California","43.60"
"México","36.39"
"Quintana Roo","33.33"
"Sinaloa","25.35"
"Morelos","24.73"
"Hidalgo","20.37"
"Guerrero","19.55"
"Coahuila de Zaragoza","19.39"
"Campeche","17.94"
"Baja California Sur","17.64"
"Tabasco","16.75"
"Nayarit","16.66"
"Chihuahua","11.14"
"Tlaxcala","10.90"
"Durango","10.34"
"Veracruz de Ignacio de La Llave","9.70"
"Michoacán de Ocampo","9.66"
"Yucatán","9.61"
"Jalisco","7.97"
"Sonora","7.93"
"Puebla","7.00"
"Chiapas","6.81"
"Oaxaca","6.64"
"Nuevo León","5.51"
"Aguascalientes","5.45"
"San Luis Potosí","5.28"
"Zacatecas","4.91"
"Guanajuato","4.85"
"Tamaulipas","4.51"
"Colima","3.50"
"Querétaro","2.60"
