"Estado","% Ocupación"
"Ciudad de México","57.48"
"México","24.29"
"Puebla","22.72"
"Tlaxcala","20.00"
"Guerrero","18.18"
"Zacatecas","16.66"
"Nuevo León","15.38"
"Veracruz de Ignacio de La Llave","14.28"
"Michoacán de Ocampo","13.88"
"Yucatán","12.50"
"Morelos","12.50"
"Oaxaca","12.00"
"Coahuila de Zaragoza","11.76"
"Sonora","10.00"
"Quintana Roo","10.00"
"Jalisco","4.44"
"San Luis Potosí","4.34"
"Guanajuato","4.34"
"Chihuahua","0.00"
"Colima","0.00"
"Durango","0.00"
"Campeche","0.00"
"Querétaro","0.00"
"Tabasco","0.00"
"Baja California Sur","0.00"
"Baja California","0.00"
"Tamaulipas","0.00"
"Nayarit","0.00"
"Hidalgo","0.00"
"Sinaloa","0.00"
"Chiapas","0.00"
"Aguascalientes","0.00"
