"Estado","% Ocupación"
"México","65.37"
"Baja California","62.73"
"Sonora","57.07"
"Ciudad de México","54.58"
"Tabasco","51.02"
"Guerrero","48.94"
"Tlaxcala","48.21"
"Puebla","47.90"
"Sinaloa","46.55"
"Aguascalientes","45.04"
"Oaxaca","43.95"
"Veracruz de Ignacio de La Llave","39.95"
"Morelos","35.77"
"Colima","35.55"
"Nuevo León","34.54"
"Chiapas","33.43"
"Querétaro","33.18"
"San Luis Potosí","30.00"
"Jalisco","28.37"
"Nayarit","27.90"
"Tamaulipas","27.17"
"Campeche","25.31"
"Yucatán","25.00"
"Coahuila de Zaragoza","24.30"
"Quintana Roo","22.95"
"Durango","22.33"
"Hidalgo","20.70"
"Michoacán de Ocampo","19.89"
"Chihuahua","16.86"
"Guanajuato","14.81"
"Zacatecas","14.58"
"Baja California Sur","10.71"
