"Estado","% Ocupación"
"Tlaxcala","87.50"
"Yucatán","77.77"
"Querétaro","75.00"
"Nuevo León","72.81"
"Tamaulipas","71.52"
"Zacatecas","68.18"
"Durango","60.78"
"Ciudad de México","60.69"
"Veracruz de Ignacio de La Llave","53.14"
"México","49.11"
"Quintana Roo","48.27"
"Aguascalientes","46.93"
"Baja California","45.36"
"Puebla","44.70"
"Sinaloa","42.10"
"Guanajuato","41.41"
"San Luis Potosí","41.22"
"Oaxaca","41.11"
"Jalisco","37.25"
"Michoacán de Ocampo","37.25"
"Baja California Sur","37.14"
"Tabasco","37.10"
"Hidalgo","36.90"
"Chiapas","30.92"
"Chihuahua","30.37"
"Colima","28.57"
"Guerrero","27.67"
"Sonora","26.66"
"Coahuila de Zaragoza","24.19"
"Morelos","23.75"
"Campeche","10.00"
"Nayarit","10.00"
