"Estado","% Ocupación"
"Guerrero","77.96"
"Ciudad de México","72.70"
"México","57.44"
"Baja California","54.49"
"Hidalgo","48.16"
"Veracruz de Ignacio de La Llave","46.23"
"Puebla","43.42"
"Sinaloa","43.23"
"Tabasco","40.27"
"Quintana Roo","37.34"
"Nayarit","34.30"
"Chiapas","32.67"
"Sonora","30.88"
"Oaxaca","30.80"
"Morelos","29.60"
"Tlaxcala","28.30"
"Yucatán","27.03"
"Chihuahua","22.75"
"Querétaro","20.65"
"Coahuila de Zaragoza","19.64"
"Nuevo León","17.96"
"Guanajuato","16.48"
"Durango","14.75"
"Colima","14.35"
"Tamaulipas","14.26"
"Campeche","13.95"
"Aguascalientes","13.75"
"Michoacán de Ocampo","12.36"
"Jalisco","11.04"
"San Luis Potosí","8.83"
"Baja California Sur","8.33"
"Zacatecas","6.96"
