"Estado","% Ocupación"
"Tabasco","56.14"
"Baja California","54.96"
"Sonora","54.50"
"México","52.38"
"Nuevo León","51.78"
"Yucatán","51.36"
"Sinaloa","50.40"
"Puebla","48.06"
"Veracruz de Ignacio de La Llave","47.89"
"Ciudad de México","47.46"
"Tlaxcala","41.60"
"Guerrero","39.00"
"Oaxaca","34.95"
"Quintana Roo","34.65"
"Aguascalientes","33.33"
"Tamaulipas","31.94"
"San Luis Potosí","31.29"
"Nayarit","29.72"
"Chiapas","29.33"
"Querétaro","29.21"
"Colima","28.57"
"Durango","28.31"
"Coahuila de Zaragoza","28.12"
"Jalisco","27.05"
"Baja California Sur","26.49"
"Zacatecas","24.36"
"Morelos","23.02"
"Campeche","22.14"
"Guanajuato","21.56"
"Hidalgo","18.75"
"Michoacán de Ocampo","17.84"
"Chihuahua","16.46"
