"Estado","% Ocupación"
"Chihuahua","35.54"
"Tabasco","32.58"
"Ciudad de México","27.65"
"Colima","23.94"
"Yucatán","23.15"
"Puebla","23.14"
"Aguascalientes","23.11"
"Tlaxcala","21.77"
"Michoacán de Ocampo","20.55"
"México","18.90"
"Querétaro","18.21"
"Oaxaca","17.32"
"Baja California Sur","16.39"
"Hidalgo","15.78"
"Nayarit","15.17"
"Nuevo León","14.15"
"Baja California","13.96"
"Durango","13.57"
"Guerrero","13.16"
"Veracruz de Ignacio de La Llave","13.03"
"Tamaulipas","11.37"
"Sonora","11.11"
"Jalisco","11.02"
"Sinaloa","10.37"
"San Luis Potosí","8.63"
"Morelos","7.85"
"Quintana Roo","6.98"
"Zacatecas","6.28"
"Chiapas","5.43"
"Guanajuato","5.38"
"Coahuila de Zaragoza","4.96"
"Campeche","3.14"
