"Estado","% Ocupación"
"Ciudad de México","85.64"
"México","82.38"
"Nuevo León","77.59"
"Aguascalientes","56.88"
"Colima","56.25"
"Hidalgo","55.80"
"Puebla","54.59"
"Jalisco","48.79"
"San Luis Potosí","48.51"
"Tlaxcala","48.34"
"Querétaro","47.77"
"Veracruz de Ignacio de La Llave","47.49"
"Baja California","47.02"
"Nayarit","46.01"
"Guanajuato","45.09"
"Morelos","42.73"
"Zacatecas","41.71"
"Tabasco","41.66"
"Coahuila de Zaragoza","40.74"
"Sonora","40.46"
"Michoacán de Ocampo","39.59"
"Guerrero","39.33"
"Oaxaca","38.81"
"Sinaloa","36.18"
"Durango","33.62"
"Baja California Sur","32.25"
"Quintana Roo","28.20"
"Chihuahua","25.56"
"Tamaulipas","22.76"
"Yucatán","21.50"
"Chiapas","11.80"
"Campeche","4.65"
