"Estado","% Ocupación"
"Querétaro","66.66"
"Zacatecas","65.00"
"Quintana Roo","42.22"
"Chihuahua","35.95"
"Sonora","34.21"
"Tabasco","33.33"
"Aguascalientes","32.75"
"México","30.10"
"Guerrero","27.63"
"Yucatán","26.47"
"Tamaulipas","25.74"
"Ciudad de México","23.07"
"Sinaloa","19.60"
"Nuevo León","18.29"
"Baja California","18.18"
"Veracruz de Ignacio de La Llave","18.11"
"Coahuila de Zaragoza","17.64"
"Puebla","17.52"
"Durango","17.24"
"Oaxaca","14.86"
"Michoacán de Ocampo","12.50"
"Jalisco","11.65"
"Colima","11.11"
"Morelos","9.09"
"Guanajuato","8.45"
"Hidalgo","8.00"
"San Luis Potosí","7.35"
"Chiapas","6.34"
"Campeche","6.06"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
