"Estado","% Ocupación"
"Ciudad de México","85.58"
"Nuevo León","79.19"
"México","77.89"
"Colima","65.34"
"Aguascalientes","62.91"
"Morelos","59.03"
"San Luis Potosí","52.75"
"Hidalgo","52.65"
"Querétaro","52.26"
"Nayarit","49.53"
"Oaxaca","49.19"
"Veracruz de Ignacio de La Llave","48.62"
"Jalisco","47.71"
"Tlaxcala","46.62"
"Baja California","45.74"
"Guanajuato","44.88"
"Puebla","44.34"
"Tabasco","43.56"
"Zacatecas","41.56"
"Sinaloa","40.63"
"Michoacán de Ocampo","39.73"
"Guerrero","38.50"
"Coahuila de Zaragoza","38.26"
"Baja California Sur","35.82"
"Sonora","34.18"
"Durango","30.57"
"Chihuahua","26.10"
"Yucatán","25.94"
"Tamaulipas","23.17"
"Quintana Roo","22.91"
"Chiapas","18.62"
"Campeche","3.87"
