"Estado","% Ocupación"
"Ciudad de México","60.61"
"Colima","49.43"
"México","44.07"
"Morelos","43.80"
"Aguascalientes","43.43"
"Yucatán","41.20"
"Tlaxcala","40.84"
"Nuevo León","40.77"
"Querétaro","40.00"
"Tabasco","38.55"
"Oaxaca","37.36"
"Michoacán de Ocampo","36.20"
"Veracruz de Ignacio de La Llave","35.95"
"San Luis Potosí","35.07"
"Jalisco","33.98"
"Puebla","31.89"
"Zacatecas","31.84"
"Hidalgo","31.01"
"Nayarit","28.76"
"Guerrero","25.30"
"Durango","24.82"
"Guanajuato","24.29"
"Sinaloa","22.33"
"Baja California","22.32"
"Chihuahua","22.26"
"Baja California Sur","20.57"
"Coahuila de Zaragoza","17.94"
"Sonora","17.30"
"Tamaulipas","14.87"
"Quintana Roo","8.43"
"Chiapas","6.94"
"Campeche","3.81"
