"Estado","% Ocupación"
"Chihuahua","55.50"
"Colima","49.54"
"Aguascalientes","42.92"
"Nuevo León","42.63"
"Ciudad de México","41.53"
"Durango","38.14"
"Baja California","30.43"
"México","30.04"
"Oaxaca","28.51"
"Coahuila de Zaragoza","27.36"
"Michoacán de Ocampo","27.03"
"San Luis Potosí","25.92"
"Querétaro","25.34"
"Zacatecas","24.84"
"Nayarit","23.00"
"Tabasco","20.68"
"Sinaloa","19.41"
"Tlaxcala","19.23"
"Jalisco","18.10"
"Veracruz de Ignacio de La Llave","17.99"
"Baja California Sur","17.82"
"Tamaulipas","17.77"
"Hidalgo","16.45"
"Guerrero","16.33"
"Sonora","15.21"
"Puebla","14.88"
"Morelos","11.90"
"Yucatán","11.58"
"Quintana Roo","9.52"
"Guanajuato","8.65"
"Chiapas","3.08"
"Campeche","0.00"
