"Estado","% Ocupación"
"Baja California","65.28"
"México","61.12"
"Sonora","54.78"
"Ciudad de México","52.33"
"Puebla","49.82"
"Tlaxcala","49.10"
"Oaxaca","47.79"
"Guerrero","47.56"
"Sinaloa","47.39"
"Tabasco","45.71"
"Veracruz de Ignacio de La Llave","42.89"
"Querétaro","42.63"
"Aguascalientes","41.28"
"Colima","39.13"
"Chiapas","37.61"
"San Luis Potosí","34.54"
"Nuevo León","33.74"
"Morelos","32.45"
"Nayarit","28.23"
"Jalisco","28.20"
"Durango","27.90"
"Tamaulipas","26.36"
"Yucatán","25.50"
"Campeche","25.00"
"Quintana Roo","24.30"
"Coahuila de Zaragoza","23.63"
"Hidalgo","22.47"
"Michoacán de Ocampo","21.54"
"Zacatecas","18.66"
"Chihuahua","16.90"
"Guanajuato","15.40"
"Baja California Sur","11.60"
