"Estado","% Ocupación"
"Ciudad de México","41.89"
"Yucatán","38.38"
"México","32.79"
"Chihuahua","31.65"
"Querétaro","31.46"
"Tabasco","30.46"
"Aguascalientes","27.94"
"Michoacán de Ocampo","27.20"
"Colima","27.16"
"Oaxaca","25.13"
"Puebla","25.06"
"Tlaxcala","24.40"
"Hidalgo","22.86"
"Sinaloa","22.04"
"Veracruz de Ignacio de La Llave","21.31"
"Durango","19.40"
"Guerrero","17.90"
"San Luis Potosí","17.31"
"Nuevo León","16.83"
"Tamaulipas","16.52"
"Jalisco","15.81"
"Morelos","15.68"
"Baja California Sur","10.52"
"Coahuila de Zaragoza","10.16"
"Sonora","9.41"
"Quintana Roo","8.90"
"Zacatecas","8.28"
"Baja California","8.02"
"Nayarit","8.00"
"Guanajuato","7.16"
"Chiapas","7.14"
"Campeche","3.12"
