"Estado","% Ocupación"
"Ciudad de México","76.77"
"México","72.83"
"Morelos","67.22"
"Puebla","66.73"
"Guanajuato","60.70"
"Guerrero","59.80"
"Hidalgo","58.62"
"Querétaro","49.67"
"Nuevo León","47.96"
"Oaxaca","47.66"
"Nayarit","47.51"
"Michoacán de Ocampo","42.76"
"Veracruz de Ignacio de La Llave","40.58"
"Colima","40.10"
"Jalisco","38.87"
"Zacatecas","38.33"
"Baja California Sur","37.54"
"Aguascalientes","33.60"
"Tlaxcala","33.11"
"Sonora","32.95"
"Durango","32.02"
"Sinaloa","31.69"
"San Luis Potosí","28.67"
"Baja California","25.43"
"Coahuila de Zaragoza","21.93"
"Quintana Roo","21.73"
"Tamaulipas","20.36"
"Tabasco","18.60"
"Yucatán","14.62"
"Chihuahua","14.16"
"Chiapas","10.48"
"Campeche","4.21"
