"Estado","% Ocupación"
"Morelos","45.31"
"Puebla","43.27"
"Ciudad de México","42.77"
"Oaxaca","35.96"
"Querétaro","35.52"
"México","34.88"
"Durango","28.57"
"Guerrero","28.57"
"Hidalgo","25.62"
"Aguascalientes","22.45"
"Michoacán de Ocampo","20.36"
"Nuevo León","19.89"
"Veracruz de Ignacio de La Llave","19.80"
"Tabasco","18.04"
"Sonora","16.66"
"Guanajuato","15.08"
"Tlaxcala","15.05"
"Sinaloa","14.57"
"Zacatecas","14.53"
"Jalisco","14.34"
"Baja California Sur","14.17"
"Chihuahua","13.68"
"Colima","12.85"
"Tamaulipas","12.56"
"Quintana Roo","11.89"
"Nayarit","11.38"
"Yucatán","11.13"
"San Luis Potosí","9.95"
"Baja California","8.49"
"Chiapas","7.26"
"Coahuila de Zaragoza","6.11"
"Campeche","1.73"
