"Estado","% Ocupación"
"Colima","61.32"
"Nuevo León","57.73"
"Nayarit","57.14"
"Ciudad de México","44.43"
"Hidalgo","43.16"
"Coahuila de Zaragoza","38.94"
"Veracruz de Ignacio de La Llave","38.50"
"México","38.49"
"Michoacán de Ocampo","36.87"
"Durango","36.01"
"Puebla","34.66"
"Oaxaca","33.06"
"Zacatecas","32.96"
"Tamaulipas","32.40"
"Sinaloa","31.09"
"Aguascalientes","29.68"
"Querétaro","29.42"
"Baja California","28.84"
"Guerrero","28.83"
"Guanajuato","28.17"
"Chihuahua","27.84"
"Baja California Sur","27.72"
"Yucatán","26.90"
"Tabasco","24.17"
"San Luis Potosí","23.20"
"Quintana Roo","22.74"
"Jalisco","22.54"
"Morelos","19.23"
"Sonora","14.92"
"Tlaxcala","12.35"
"Campeche","8.53"
"Chiapas","6.72"
