"Estado","% Ocupación"
"Tlaxcala","87.50"
"Tamaulipas","78.29"
"Nuevo León","77.68"
"Yucatán","75.00"
"Querétaro","75.00"
"Zacatecas","74.35"
"Ciudad de México","65.31"
"Durango","58.49"
"Veracruz de Ignacio de La Llave","56.52"
"Colima","54.54"
"Oaxaca","54.25"
"Puebla","50.58"
"Sinaloa","50.00"
"Quintana Roo","49.35"
"México","47.94"
"Guanajuato","45.54"
"Tabasco","42.85"
"Aguascalientes","41.66"
"Chiapas","40.00"
"Baja California","38.53"
"Baja California Sur","37.14"
"Jalisco","36.09"
"San Luis Potosí","35.77"
"Guerrero","35.39"
"Michoacán de Ocampo","31.37"
"Chihuahua","30.10"
"Hidalgo","30.00"
"Sonora","25.55"
"Morelos","25.00"
"Coahuila de Zaragoza","21.31"
"Nayarit","10.00"
"Campeche","8.10"
