"Estado","% Ocupación"
"Puebla","31.02"
"Morelos","27.27"
"Guerrero","26.53"
"Ciudad de México","26.37"
"México","24.05"
"Durango","23.24"
"Hidalgo","21.72"
"Chihuahua","21.45"
"Yucatán","19.85"
"Oaxaca","19.75"
"Baja California Sur","18.31"
"Aguascalientes","17.31"
"Quintana Roo","17.30"
"Querétaro","17.07"
"Sonora","15.22"
"Michoacán de Ocampo","15.13"
"Sinaloa","13.29"
"Nuevo León","13.22"
"Veracruz de Ignacio de La Llave","12.90"
"Tabasco","12.86"
"Tlaxcala","12.83"
"Zacatecas","12.04"
"Tamaulipas","11.70"
"Jalisco","9.38"
"San Luis Potosí","8.29"
"Nayarit","8.25"
"Guanajuato","8.08"
"Colima","7.40"
"Baja California","6.85"
"Coahuila de Zaragoza","4.69"
"Campeche","4.08"
"Chiapas","3.79"
