"Estado","% Ocupación"
"Chihuahua","47.26"
"Nuevo León","42.30"
"Colima","42.00"
"Ciudad de México","37.85"
"Aguascalientes","36.55"
"Durango","32.03"
"Querétaro","28.47"
"Oaxaca","27.07"
"Zacatecas","26.38"
"Michoacán de Ocampo","26.33"
"México","25.48"
"Coahuila de Zaragoza","25.00"
"Baja California","24.89"
"San Luis Potosí","24.79"
"Tabasco","22.09"
"Veracruz de Ignacio de La Llave","20.62"
"Jalisco","19.84"
"Guerrero","19.12"
"Tlaxcala","18.32"
"Sinaloa","18.11"
"Baja California Sur","17.08"
"Tamaulipas","16.83"
"Nayarit","15.94"
"Hidalgo","15.76"
"Puebla","15.00"
"Yucatán","14.64"
"Sonora","13.61"
"Morelos","13.01"
"Quintana Roo","11.81"
"Guanajuato","7.72"
"Chiapas","4.01"
"Campeche","1.09"
