"Estado","% Ocupación"
"Chihuahua","65.65"
"Aguascalientes","48.66"
"Ciudad de México","45.41"
"Durango","44.68"
"Nuevo León","43.02"
"Colima","35.35"
"Coahuila de Zaragoza","34.72"
"Zacatecas","31.48"
"Baja California","30.40"
"Querétaro","30.23"
"México","29.37"
"Nayarit","28.45"
"San Luis Potosí","27.53"
"Michoacán de Ocampo","23.64"
"Sinaloa","21.92"
"Oaxaca","21.92"
"Jalisco","19.79"
"Tlaxcala","19.65"
"Morelos","19.23"
"Baja California Sur","19.14"
"Veracruz de Ignacio de La Llave","19.03"
"Hidalgo","17.85"
"Guerrero","17.42"
"Tamaulipas","15.55"
"Tabasco","14.86"
"Sonora","14.85"
"Yucatán","13.22"
"Puebla","12.76"
"Quintana Roo","12.34"
"Guanajuato","10.91"
"Chiapas","2.67"
"Campeche","0.00"
