"Estado","% Ocupación"
"Yucatán","37.72"
"Tabasco","32.24"
"Baja California Sur","22.09"
"Nuevo León","19.62"
"Tamaulipas","17.69"
"Quintana Roo","16.46"
"Baja California","15.87"
"Colima","15.71"
"Nayarit","15.00"
"Sinaloa","13.91"
"Sonora","12.07"
"Chihuahua","11.65"
"Puebla","11.40"
"Ciudad de México","11.22"
"Coahuila de Zaragoza","9.83"
"Aguascalientes","9.43"
"Michoacán de Ocampo","9.27"
"Campeche","9.25"
"Oaxaca","9.20"
"Veracruz de Ignacio de La Llave","9.09"
"Durango","8.69"
"Tlaxcala","8.49"
"Guerrero","8.49"
"México","8.30"
"Jalisco","7.35"
"Querétaro","6.64"
"Hidalgo","6.17"
"Zacatecas","6.10"
"Morelos","4.83"
"Chiapas","4.71"
"San Luis Potosí","4.06"
"Guanajuato","1.18"
