"Estado","% Ocupación"
"Colima","100.00"
"Tlaxcala","100.00"
"Baja California Sur","100.00"
"México","80.37"
"Querétaro","80.00"
"Ciudad de México","78.55"
"Sonora","68.75"
"Baja California","68.11"
"Guerrero","65.62"
"Oaxaca","61.29"
"Sinaloa","61.22"
"Morelos","55.88"
"Puebla","55.55"
"Chiapas","52.50"
"Yucatán","50.00"
"Veracruz de Ignacio de La Llave","49.20"
"Tabasco","45.83"
"Guanajuato","45.56"
"San Luis Potosí","42.85"
"Michoacán de Ocampo","41.93"
"Zacatecas","36.36"
"Quintana Roo","33.92"
"Chihuahua","33.33"
"Tamaulipas","30.43"
"Coahuila de Zaragoza","30.00"
"Jalisco","27.29"
"Nuevo León","23.23"
"Aguascalientes","18.86"
"Durango","17.94"
"Hidalgo","15.71"
"Nayarit","0.00"
"Campeche","0.00"
