"Estado","% Ocupación"
"Yucatán","61.11"
"Querétaro","58.33"
"Zacatecas","50.00"
"Sonora","38.09"
"Nuevo León","32.99"
"México","32.25"
"Sinaloa","29.54"
"Quintana Roo","29.41"
"Coahuila de Zaragoza","27.27"
"Puebla","25.45"
"Oaxaca","24.71"
"Tabasco","24.70"
"Aguascalientes","24.52"
"Tamaulipas","24.13"
"Durango","19.11"
"Guerrero","17.77"
"Chihuahua","16.66"
"Veracruz de Ignacio de La Llave","16.00"
"Ciudad de México","15.66"
"Campeche","15.62"
"Jalisco","14.45"
"Baja California","13.33"
"Michoacán de Ocampo","12.50"
"Guanajuato","10.95"
"San Luis Potosí","8.57"
"Colima","5.55"
"Hidalgo","4.65"
"Chiapas","4.54"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Morelos","0.00"
"Nayarit","0.00"
