"Estado","% Ocupación"
"Chihuahua","83.84"
"Durango","74.29"
"Coahuila de Zaragoza","67.33"
"Nuevo León","59.12"
"Aguascalientes","54.65"
"Ciudad de México","49.43"
"Hidalgo","41.70"
"México","39.35"
"Zacatecas","39.17"
"Querétaro","31.01"
"Guanajuato","30.74"
"Baja California","29.78"
"Oaxaca","29.61"
"Guerrero","26.12"
"Michoacán de Ocampo","25.80"
"Nayarit","23.41"
"Puebla","23.12"
"Jalisco","21.58"
"Colima","21.10"
"Sinaloa","20.70"
"Sonora","20.69"
"San Luis Potosí","19.88"
"Veracruz de Ignacio de La Llave","19.74"
"Morelos","17.51"
"Tabasco","15.40"
"Quintana Roo","15.13"
"Tamaulipas","14.97"
"Baja California Sur","13.26"
"Yucatán","11.03"
"Tlaxcala","9.70"
"Campeche","3.63"
"Chiapas","3.56"
