"Estado","% Ocupación"
"Colima","65.58"
"Nuevo León","64.12"
"Nayarit","61.53"
"Coahuila de Zaragoza","59.72"
"Puebla","53.16"
"Veracruz de Ignacio de La Llave","48.10"
"Ciudad de México","44.85"
"Tabasco","44.44"
"Hidalgo","44.09"
"México","42.50"
"Guanajuato","42.14"
"Yucatán","40.69"
"Tamaulipas","40.32"
"Baja California Sur","38.18"
"Michoacán de Ocampo","36.81"
"Aguascalientes","36.38"
"Zacatecas","35.91"
"Sinaloa","35.20"
"Quintana Roo","34.42"
"Oaxaca","33.98"
"Baja California","33.97"
"Durango","32.92"
"Guerrero","32.10"
"Sonora","31.73"
"San Luis Potosí","31.31"
"Querétaro","26.07"
"Morelos","25.77"
"Jalisco","24.30"
"Chiapas","22.37"
"Campeche","21.50"
"Chihuahua","20.83"
"Tlaxcala","17.44"
