"Estado","% Ocupación"
"Nayarit","52.91"
"Colima","52.33"
"Nuevo León","49.83"
"Ciudad de México","45.60"
"Yucatán","44.63"
"Hidalgo","39.10"
"Veracruz de Ignacio de La Llave","36.86"
"México","36.82"
"Michoacán de Ocampo","34.07"
"Durango","34.00"
"Guerrero","33.95"
"Coahuila de Zaragoza","29.24"
"Puebla","28.94"
"Zacatecas","28.20"
"Sinaloa","26.20"
"Baja California","25.42"
"Chihuahua","25.19"
"Baja California Sur","25.16"
"Querétaro","24.87"
"Tamaulipas","24.64"
"San Luis Potosí","23.62"
"Guanajuato","22.42"
"Jalisco","21.50"
"Tabasco","21.38"
"Oaxaca","20.95"
"Quintana Roo","19.90"
"Aguascalientes","19.46"
"Morelos","19.04"
"Tlaxcala","14.32"
"Sonora","12.91"
"Campeche","5.97"
"Chiapas","5.95"
