"Estado","% Ocupación"
"Zacatecas","100.00"
"Tlaxcala","100.00"
"Ciudad de México","91.50"
"México","83.72"
"Aguascalientes","78.26"
"Nuevo León","77.19"
"Oaxaca","75.00"
"Puebla","72.14"
"Guanajuato","70.00"
"Morelos","63.46"
"Yucatán","57.14"
"Tabasco","55.00"
"Jalisco","53.97"
"Veracruz de Ignacio de La Llave","53.45"
"Durango","52.85"
"Sinaloa","50.96"
"Tamaulipas","48.91"
"Hidalgo","45.83"
"Baja California","45.45"
"Michoacán de Ocampo","43.18"
"Quintana Roo","40.35"
"Guerrero","35.84"
"Coahuila de Zaragoza","34.14"
"San Luis Potosí","32.94"
"Querétaro","32.18"
"Baja California Sur","30.00"
"Chihuahua","28.07"
"Nayarit","26.66"
"Sonora","24.48"
"Colima","23.80"
"Chiapas","17.64"
"Campeche","14.70"
