"Estado","% Ocupación"
"Ciudad de México","83.14"
"México","79.12"
"Nuevo León","66.54"
"Baja California","59.10"
"Hidalgo","52.24"
"Querétaro","50.90"
"Tabasco","50.30"
"Tlaxcala","47.65"
"Aguascalientes","41.89"
"Sonora","40.61"
"Jalisco","40.43"
"Oaxaca","39.39"
"Durango","38.84"
"Puebla","37.69"
"Coahuila de Zaragoza","35.29"
"San Luis Potosí","34.64"
"Morelos","33.06"
"Guanajuato","32.22"
"Michoacán de Ocampo","31.08"
"Zacatecas","28.57"
"Sinaloa","27.64"
"Baja California Sur","26.88"
"Veracruz de Ignacio de La Llave","25.33"
"Guerrero","25.23"
"Colima","24.24"
"Nayarit","17.60"
"Tamaulipas","17.12"
"Yucatán","16.57"
"Chihuahua","15.69"
"Quintana Roo","11.57"
"Chiapas","9.01"
"Campeche","2.36"
