"Estado","% Ocupación"
"Nayarit","64.58"
"Tabasco","63.57"
"México","63.24"
"Ciudad de México","62.44"
"Puebla","62.27"
"Sonora","61.89"
"Guanajuato","59.97"
"Baja California","58.09"
"Nuevo León","56.42"
"Colima","53.39"
"Veracruz de Ignacio de La Llave","52.71"
"Coahuila de Zaragoza","45.78"
"Sinaloa","44.33"
"Chiapas","44.00"
"Tlaxcala","43.03"
"Guerrero","42.90"
"Yucatán","41.61"
"Hidalgo","39.86"
"Tamaulipas","37.48"
"Oaxaca","35.69"
"Campeche","35.17"
"Morelos","33.63"
"Aguascalientes","26.40"
"Quintana Roo","25.98"
"Michoacán de Ocampo","25.77"
"Durango","24.58"
"Jalisco","23.78"
"Chihuahua","21.90"
"Zacatecas","19.58"
"Querétaro","17.87"
"San Luis Potosí","17.10"
"Baja California Sur","15.26"
