"Estado","% Ocupación"
"Puebla","27.91"
"Morelos","25.81"
"Durango","24.21"
"Guerrero","22.33"
"Ciudad de México","22.11"
"Chihuahua","21.55"
"Quintana Roo","20.25"
"México","19.35"
"Hidalgo","18.19"
"Baja California Sur","16.92"
"Oaxaca","16.30"
"Querétaro","16.18"
"Sonora","15.94"
"Tabasco","14.80"
"Aguascalientes","14.61"
"Nayarit","13.47"
"Michoacán de Ocampo","13.30"
"Nuevo León","12.10"
"Zacatecas","11.89"
"Veracruz de Ignacio de La Llave","11.58"
"Tamaulipas","11.26"
"Sinaloa","10.21"
"Baja California","9.75"
"Jalisco","9.14"
"Colima","9.00"
"Yucatán","8.93"
"San Luis Potosí","7.52"
"Guanajuato","7.08"
"Tlaxcala","6.39"
"Coahuila de Zaragoza","3.86"
"Chiapas","3.42"
"Campeche","2.59"
