"Estado","% Ocupación"
"Durango","71.22"
"Coahuila de Zaragoza","69.54"
"Chihuahua","69.43"
"Nuevo León","63.09"
"Zacatecas","60.49"
"Ciudad de México","56.89"
"Aguascalientes","49.89"
"Hidalgo","46.44"
"Guanajuato","44.04"
"México","41.84"
"Querétaro","36.01"
"Baja California","28.69"
"Guerrero","28.46"
"Nayarit","27.45"
"Oaxaca","27.36"
"Sonora","26.31"
"Puebla","25.69"
"Michoacán de Ocampo","25.60"
"San Luis Potosí","22.66"
"Jalisco","21.50"
"Veracruz de Ignacio de La Llave","21.02"
"Sinaloa","18.96"
"Tamaulipas","18.08"
"Morelos","17.35"
"Tabasco","16.69"
"Quintana Roo","13.83"
"Tlaxcala","12.80"
"Colima","12.02"
"Baja California Sur","11.86"
"Yucatán","11.47"
"Chiapas","3.37"
"Campeche","1.69"
