"Estado","% Ocupación"
"Ciudad de México","88.87"
"México","79.12"
"Guanajuato","74.42"
"Baja California","72.96"
"Hidalgo","68.15"
"Nuevo León","67.82"
"Morelos","54.09"
"Sonora","51.90"
"Oaxaca","50.93"
"Querétaro","49.36"
"Puebla","48.76"
"Coahuila de Zaragoza","43.95"
"Durango","42.49"
"Michoacán de Ocampo","37.88"
"Jalisco","36.31"
"Guerrero","35.23"
"Tlaxcala","35.02"
"Zacatecas","32.59"
"Nayarit","32.06"
"Baja California Sur","28.89"
"Tabasco","26.43"
"Veracruz de Ignacio de La Llave","26.12"
"Aguascalientes","25.94"
"Tamaulipas","24.51"
"San Luis Potosí","23.25"
"Chihuahua","22.68"
"Quintana Roo","21.82"
"Sinaloa","20.32"
"Colima","19.68"
"Yucatán","10.46"
"Chiapas","5.72"
"Campeche","5.21"
