"Estado","% Ocupación"
"Colima","100.00"
"Nayarit","100.00"
"Tlaxcala","87.50"
"Ciudad de México","76.55"
"Querétaro","73.52"
"Veracruz de Ignacio de La Llave","73.10"
"Tabasco","71.75"
"Puebla","71.42"
"Nuevo León","68.02"
"Yucatán","63.26"
"Sonora","63.26"
"Zacatecas","62.50"
"México","61.83"
"Sinaloa","59.37"
"Baja California","58.94"
"Oaxaca","57.84"
"Tamaulipas","56.31"
"Quintana Roo","54.41"
"Guerrero","52.68"
"Guanajuato","52.27"
"San Luis Potosí","44.89"
"Chiapas","42.85"
"Durango","41.46"
"Michoacán de Ocampo","39.58"
"Coahuila de Zaragoza","38.46"
"Chihuahua","36.98"
"Jalisco","31.76"
"Aguascalientes","28.07"
"Morelos","20.00"
"Campeche","18.91"
"Hidalgo","15.78"
"Baja California Sur","7.69"
