"Estado","% Ocupación"
"Ciudad de México","79.12"
"México","73.18"
"Baja California","69.29"
"Nuevo León","52.98"
"Hidalgo","50.58"
"Aguascalientes","47.00"
"Querétaro","46.31"
"Zacatecas","43.91"
"Tlaxcala","42.96"
"Morelos","38.77"
"Sonora","38.32"
"Tabasco","37.50"
"Oaxaca","37.43"
"Coahuila de Zaragoza","32.60"
"Durango","32.50"
"Jalisco","31.46"
"Guanajuato","30.79"
"San Luis Potosí","30.12"
"Baja California Sur","28.12"
"Puebla","27.96"
"Sinaloa","24.38"
"Chihuahua","21.49"
"Michoacán de Ocampo","20.96"
"Veracruz de Ignacio de La Llave","19.54"
"Yucatán","17.24"
"Guerrero","16.97"
"Colima","16.66"
"Quintana Roo","15.15"
"Tamaulipas","13.13"
"Nayarit","8.13"
"Chiapas","5.90"
"Campeche","3.12"
