"Estado","% Ocupación"
"Ciudad de México","47.09"
"Morelos","45.40"
"Puebla","45.31"
"Oaxaca","42.70"
"México","39.05"
"Querétaro","38.72"
"Guerrero","29.28"
"Hidalgo","24.07"
"Durango","22.31"
"Nuevo León","21.81"
"Baja California Sur","21.73"
"Aguascalientes","21.65"
"Veracruz de Ignacio de La Llave","20.48"
"Michoacán de Ocampo","20.00"
"Guanajuato","16.64"
"Tabasco","15.92"
"Jalisco","15.16"
"Sinaloa","14.17"
"Chihuahua","13.46"
"Nayarit","13.44"
"Yucatán","13.32"
"Zacatecas","12.44"
"Tlaxcala","12.34"
"Colima","11.65"
"Tamaulipas","11.48"
"Sonora","11.02"
"Quintana Roo","10.55"
"San Luis Potosí","9.89"
"Baja California","8.24"
"Coahuila de Zaragoza","7.10"
"Chiapas","6.63"
"Campeche","4.42"
