"Estado","% Ocupación"
"Durango","74.61"
"Ciudad de México","64.69"
"Nuevo León","63.46"
"Coahuila de Zaragoza","62.50"
"Zacatecas","57.52"
"Guanajuato","57.31"
"Hidalgo","55.29"
"México","49.89"
"Aguascalientes","49.43"
"Chihuahua","46.97"
"Querétaro","41.56"
"Baja California","39.35"
"Sonora","35.78"
"Oaxaca","30.43"
"Michoacán de Ocampo","25.70"
"Morelos","25.55"
"San Luis Potosí","24.70"
"Puebla","24.10"
"Jalisco","23.80"
"Nayarit","22.01"
"Guerrero","21.62"
"Tabasco","21.40"
"Tamaulipas","20.92"
"Sinaloa","19.93"
"Veracruz de Ignacio de La Llave","18.32"
"Baja California Sur","13.33"
"Tlaxcala","12.80"
"Colima","10.65"
"Yucatán","10.17"
"Quintana Roo","8.37"
"Campeche","3.19"
"Chiapas","2.82"
